Sample,Zone,Site,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Total Count,FunctionalGroup
PAL22_W1_2_S_2,West,W1,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,NA,49,Large Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,NA,1,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,NA,3,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,NA,4,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,NA,6,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Other Gelatinous,NA,Ascidean_Tadpole_NA,NA,1,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Other Gelatinous,NA,Ascidean_Tadpole_NA,NA,5,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Other Gelatinous,NA,Ascidean_Tadpole_NA,NA,7,Gelatinous Plankton
PAL22_S1_3_S_3,South,S1,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,NA,4,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,1,Benthic_Snail_1,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,1,Benthic_Snail_1,NA,13,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,10,Benthic_Snail_10,NA,4,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,10,Benthic_Snail_10,NA,7,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,10,Benthic_Snail_10,NA,21,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,11,Benthic_Snail_11,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,14,Benthic_Snail_14,NA,7,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,16,Benthic_Snail_16,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,16,Benthic_Snail_16,NA,8,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,17,Benthic_Snail_17,NA,4,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,17,Benthic_Snail_17,NA,5,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,19,Benthic_Snail_19,NA,5,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,2,Benthic_Snail_2,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,2,Benthic_Snail_2,NA,8,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,20,Benthic_Snail_20,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,20,Benthic_Snail_20,NA,15,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,3,Benthic_Snail_3,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,3,Benthic_Snail_3,NA,7,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,3,Benthic_Snail_3,NA,8,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,3,Benthic_Snail_3,NA,10,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,4,Benthic_Snail_4,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,5,Benthic_Snail_5,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,5,Benthic_Snail_5,NA,3,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,5,Benthic_Snail_5,NA,7,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,7,Benthic_Snail_7,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,7,Benthic_Snail_7,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,7,Benthic_Snail_7,NA,3,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,8,Benthic_Snail_8,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,8,Benthic_Snail_8,NA,4,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,8,Benthic_Snail_8,NA,11,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,9,Benthic_Snail_9,NA,2,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,9,Benthic_Snail_9,NA,2,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,9,Benthic_Snail_9,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Bars,Benthic_Snail_Bars,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Bars 1,Benthic_Snail_Bars 1,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Brown Tulip,Benthic_Snail_Brown Tulip,NA,1,Benthic Invertebrate Larvae
PAL22_N1_2_S_2,North,N1,Meroplankton,Benthic Snail,Bubble 2,Benthic_Snail_Bubble 2,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,Bubble 2,Benthic_Snail_Bubble 2,NA,9,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,Bubble 2,Benthic_Snail_Bubble 2,NA,14,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Bubble 2,Benthic_Snail_Bubble 2,NA,24,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Bubble 2,Benthic_Snail_Bubble 2,NA,40,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,Bubble 3,Benthic_Snail_Bubble 3,NA,5,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Bubble 3,Benthic_Snail_Bubble 3,NA,17,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Bubble 3,Benthic_Snail_Bubble 3,NA,18,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Caramel,Benthic_Snail_Caramel,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Caramel,Benthic_Snail_Caramel,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Checkerboard,Benthic_Snail_Checkerboard,NA,22,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Citrus,Benthic_Snail_Citrus,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Cross-Hatched Hole,Benthic_Snail_Cross-Hatched Hole,NA,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,Cross-Hatched Small Hole,Benthic_Snail_Cross-Hatched Small Hole,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Cross-Hatched Small Hole,Benthic_Snail_Cross-Hatched Small Hole,NA,27,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Crown,Benthic_Snail_Crown,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Disco Ball,Benthic_Snail_Disco Ball,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Disco Ball,Benthic_Snail_Disco Ball,NA,3,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Double 1,Benthic_Snail_Double 1,NA,5,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Garfield,Benthic_Snail_Garfield,NA,3,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Gold-Plated,Benthic_Snail_Gold-Plated,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Headless,Benthic_Snail_Headless,NA,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,Headless,Benthic_Snail_Headless,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Irridescent,Benthic_Snail_Irridescent,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Margarites,Benthic_Snail_Margarites,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Marshmallow,Benthic_Snail_Marshmallow,NA,4,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Pocked Clear,Benthic_Snail_Pocked Clear,NA,2,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,Pocked Clear,Benthic_Snail_Pocked Clear,NA,12,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,Pocked Clear,Benthic_Snail_Pocked Clear,NA,14,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Pocked Clear,Benthic_Snail_Pocked Clear,NA,32,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Pokey,Benthic_Snail_Pokey,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Prison Bars,Benthic_Snail_Prison Bars,NA,5,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,Purple,Benthic_Snail_Purple,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Purple,Benthic_Snail_Purple,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Purple,Benthic_Snail_Purple,NA,3,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Rippled 2,Benthic_Snail_Rippled 2,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Shelves,Benthic_Snail_Shelves,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Shelves,Benthic_Snail_Shelves,NA,2,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,NA,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,NA,2,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,NA,14,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,NA,20,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,NA,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,NA,6,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Short Hatched,Benthic_Snail_Short Hatched,NA,17,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,Short Hatched,Benthic_Snail_Short Hatched,NA,18,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Short Hatched,Benthic_Snail_Short Hatched,NA,29,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,Short Hatched,Benthic_Snail_Short Hatched,NA,170,Benthic Invertebrate Larvae
PAL22_N1_1_S_1,North,N1,Meroplankton,Benthic Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,1,Benthic Invertebrate Larvae
PAL22_N1_3_S_3,North,N1,Meroplankton,Benthic Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,6,Benthic Invertebrate Larvae
PAL22_N1_2_S_2,North,N1,Meroplankton,Benthic Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,32,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,36,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,41,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,43,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,188,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic Snail,Sneetch,Benthic_Snail_Sneetch,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Sneetch,Benthic_Snail_Sneetch,NA,4,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Staggered,Benthic_Snail_Staggered,NA,8,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Strawberry,Benthic_Snail_Strawberry,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Strawberry,Benthic_Snail_Strawberry,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Striped Pants,Benthic_Snail_Striped Pants,NA,3,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Striped Shirt,Benthic_Snail_Striped Shirt,NA,2,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,Thorny B,Benthic_Snail_Thorny B,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Thorny B,Benthic_Snail_Thorny B,NA,2,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Thorny B,Benthic_Snail_Thorny B,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Tiger,Benthic_Snail_Tiger,NA,13,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Timberlake,Benthic_Snail_Timberlake,NA,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic Snail,Tulip,Benthic_Snail_Tulip,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic Snail,Tulip,Benthic_Snail_Tulip,NA,15,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Tulip,Benthic_Snail_Tulip,NA,56,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic Snail,Unicorn,Benthic_Snail_Unicorn,NA,1,Benthic Invertebrate Larvae
PAL22_N1_1_S_1,North,N1,Meroplankton,Bivalve,1,Bivalve_1,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Bivalve,1,Bivalve_1,NA,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Bivalve,1,Bivalve_1,NA,2,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Bivalve,1,Bivalve_1,NA,6,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,1,Bivalve_1,NA,17,Benthic Invertebrate Larvae
PAL22_N1_3_S_3,North,N1,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Bivalve,3,Bivalve_3,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,3,Bivalve_3,NA,4,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Bivalve,4,Bivalve_4,NA,4,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,4,Bivalve_4,NA,4,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,6,Bivalve_6,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Bivalve,6,Bivalve_6,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,7,Bivalve_7,NA,4,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Bryozoan,Cyphonaudes,Bryozoan_Cyphonaudes,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,NA,3,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Cnidaria,Coral Larva 4,Cnidaria_Coral Larva 4,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Cnidaria,Coral Larva 5,Cnidaria_Coral Larva 5,NA,1,Benthic Invertebrate Larvae
PAL22_N1_3_S_3,North,N1,Holoplankton,Copepod,6,Copepod_6,NA,1,Small Crustacean Plankton
PAL22_N1_2_S_2,North,N1,Holoplankton,Copepod,7,Copepod_7,No ID,3,Small Crustacean Plankton
PAL22_N1_3_S_3,North,N1,Holoplankton,Copepod,7,Copepod_7,No ID,3,Small Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,7,Copepod_7,No ID,24,Small Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Copepod,7,Copepod_7,No ID,24,Small Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Copepod,7,Copepod_7,No ID,97,Small Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,7,Copepod_7,No ID,392,Small Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Copepod,9,Copepod_9,NA,4,Small Crustacean Plankton
PAL22_N1_2_S_2,North,N1,Holoplankton,Copepod,9,Copepod_9,NA,8,Small Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,9,Copepod_9,NA,10,Small Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,No ID,3,Small Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,No ID,11,Small Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,No ID,12,Small Crustacean Plankton
PAL22_N1_2_S_2,North,N1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,9,Small Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,39,Small Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,60,Small Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,336,Small Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,444,Small Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Crab,Brachyuran Megalops,Crab_Brachyuran Megalops,NA,1,Large Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Meroplankton,Crab,Brachyuran Megalops,Crab_Brachyuran Megalops,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Crab,Klingon Zoea,Crab_Klingon Zoea,NA,3,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Crab,Octopus Face Zoea,Crab_Octopus Face Zoea,NA,2,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Meroplankton,Crab,Speckles Zoea,Crab_Speckles Zoea,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Crab,Speckles Zoea,Crab_Speckles Zoea,NA,48,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Crab,Veins Megalop,Crab_Veins Megalop,NA,1,Large Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Meroplankton,Crab,Zoea 1,Crab_Zoea 1,NA,3,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Meroplankton,Crab,Zoea 1,Crab_Zoea 1,NA,4,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Meroplankton,Crab,Zoea 2,Crab_Zoea 2,NA,1,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Meroplankton,Crab,Zoea 2,Crab_Zoea 2,NA,2,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Cruella Echinopluteus,Echinoderm_Cruella Echinopluteus,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Dalmatian Echinopluteus,Echinoderm_Dalmatian Echinopluteus,NA,9,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Echinoderm,Doliolaria,Echinoderm_Doliolaria,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Echinopluteus 10,Echinoderm_Echinopluteus 10,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Echinoderm,Echinopluteus 6,Echinoderm_Echinopluteus 6,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Echinopluteus 7,Echinoderm_Echinopluteus 7,NA,2,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,Echinopluteus 7B,Echinoderm_Echinopluteus 7B,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Echinopluteus Triangle,Echinoderm_Echinopluteus Triangle,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,EJ,Echinoderm_EJ,NA,2,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,EJ,Echinoderm_EJ,NA,2,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,EJ 1,Echinoderm_EJ 1,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,EJ 2,Echinoderm_EJ 2,NA,6,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Forest EJ,Echinoderm_Forest EJ,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Grass 2 Echinopluteus,Echinoderm_Grass 2 Echinopluteus,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Grass Echinopluteus,Echinoderm_Grass Echinopluteus,NA,4,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Grass_EJ,Echinoderm_Grass_EJ,NA,10,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Green EJ,Echinoderm_Green EJ,NA,4,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Hymenaster_OJ,Echinoderm_Hymenaster_OJ,NA,3,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Hymenaster_OP,Echinoderm_Hymenaster_OP,NA,8,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Echinoderm,OJ,Echinoderm_OJ,NA,2,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,OJ 1,Echinoderm_OJ 1,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,OJ 1,Echinoderm_OJ 1,NA,5,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Ophiopluteus Slush,Echinoderm_Ophiopluteus Slush,NA,5,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Slush_OJ,Echinoderm_Slush_OJ,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Snowflake,Echinoderm_Snowflake,NA,2,Benthic Invertebrate Larvae
