Sample,Zone,Site,Type,Plankton_Category,Specimen_Type,Morphotype,Spec_Morph,Total_Count,SampleBase,BRUVString
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,110,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Shrimp,5,Shrimp_5,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 2,Echinoderm_Echinopluteus 2,9,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,16,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Larvaceans,NA,Larvaceans_NA,25,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,10,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 4,Echinoderm_Echinopluteus 4,2,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Evadne,NA,Evadne_NA,232,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Chaetognath,NA,Chaetognath_NA,22,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,24,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Copepod,3,Copepod_3,6,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Copepod,Snowy,Copepod_Snowy,10,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Copepod,Shiny,Copepod_Shiny,4,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Shrimp,Euphausiid_Larva_NA,Shrimp_Euphausiid_Larva_NA,30,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Krill,Copepodite,Krill_Copepodite,2,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Shrimp,Mysid,Shrimp_Mysid,4,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,12,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Barnacle,Cypriid Golfball,Barnacle_Cypriid Golfball,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,3,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,2,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,3,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,4,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Bivalve,1,Bivalve_1,2,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Bivalve,3,Bivalve_3,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Bivalve,4,Bivalve_4,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Bivalve,5,Bivalve_5,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Copepod,10,Copepod_10,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Copepod,7,Copepod_7,4,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Copepod,9,Copepod_9,2,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,4,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Echinoderm,Bipinnaria NA,Echinoderm_Bipinnaria NA,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Embryo,2,Embryo_2,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Fish,Eggs,Fish_Eggs,16,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,8,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,13,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Jelly,2,Jelly_2,3,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Jelly,7,Jelly_7,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Krill,1,Krill_1,2,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Limpet,1,Limpet_1,2,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Nemertean,Juvenile,Nemertean_Juvenile,4,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,4,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,7,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Polychaete,Larva 4,Polychaete_Larva 4,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Polychaete,Larva 5,Polychaete_Larva 5,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Polychaete,Larva 6,Polychaete_Larva 6,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Polychaete,Pelagic 1,Polychaete_Pelagic 1,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Polychaete,Pelagic 2,Polychaete_Pelagic 2,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Pteropod,1,Pteropod_1,7,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Pteropod,2,Pteropod_2,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Pteropod,3,Pteropod_3,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,4,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,5,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Pteropod,Striated,Pteropod_Striated,4,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Salp,2,Salp_2,99,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Shrimp,1,Shrimp_1,3,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Shrimp,3,Shrimp_3,2,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Holoplankton,Shrimp,4,Shrimp_4,1,PAL22_N4_1_S,PAL22_7
PAL22_N4_1_S_1,North,N4,Zooplankton,Meroplankton,Sipunculan,NA,Sipunculan_NA,2,PAL22_N4_1_S,PAL22_7
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Copepod,8,Copepod_8,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Polychaete,1,Polychaete_1,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Copepod,1,Copepod_1,9,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,104,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Isopod,3,Isopod_3,3,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Copepod,2,Copepod_2,793,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,8,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),3,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,11,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Benthic_Snail,Cross-Hatched,Benthic_Snail_Cross-Hatched,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 2,Echinoderm_Echinopluteus 2,3,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,4,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Larvaceans,NA,Larvaceans_NA,57,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Echinoderm,Brachiolaria NA,Echinoderm_Brachiolaria NA,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Copepod,Larva 2,Copepod_Larva 2,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Evadne,NA,Evadne_NA,41,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Chaetognath,NA,Chaetognath_NA,3,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,5,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Copepod,Snowy,Copepod_Snowy,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Shrimp,Euphausiid_Larva_NA,Shrimp_Euphausiid_Larva_NA,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Krill,Copepodite,Krill_Copepodite,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Amphipod,1,Amphipod_1,2,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Benthic_Snail,Cross-Hatched Hole,Benthic_Snail_Cross-Hatched Hole,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Benthic_Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,5,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Cephalopod,Squid,Cephalopod_Squid,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Deciduous_Larva,NA,Deciduous_Larva_NA,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Embryo,1,Embryo_1,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Fish,Eggs,Fish_Eggs,10,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,12,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Jelly,2,Jelly_2,3,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Meroplankton,Polychaete,Larva 3,Polychaete_Larva 3,2,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,1,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Pteropod,Striated,Pteropod_Striated,2,PAL22_N4_2_S,PAL22_8
PAL22_N4_2_S_2,North,N4,Zooplankton,Holoplankton,Salp,2,Salp_2,1,PAL22_N4_2_S,PAL22_8
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,2,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,35,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Copepod,5,Copepod_5,624,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Copepod,8,Copepod_8,8,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Copepod,1,Copepod_1,2224,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Pteropod,Unshelled,Pteropod_Unshelled,2,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),85,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,31,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Copepod,11,Copepod_11,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Pteropod,Helicina (Flat),Pteropod_Helicina (Flat),37,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Copepod,2,Copepod_2,5504,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,32,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),24,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,38,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,125,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Shrimp,5,Shrimp_5,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,68,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,1392,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 4,Echinoderm_Echinopluteus 4,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Crab,Zoea,Crab_Zoea,3,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Evadne,NA,Evadne_NA,648,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Chaetognath,NA,Chaetognath_NA,121,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,304,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Copepod,3,Copepod_3,48,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Copepod,Snowy,Copepod_Snowy,50,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Copepod,Shiny,Copepod_Shiny,22,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Krill,Copepodite,Krill_Copepodite,6,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Shrimp,Mysid,Shrimp_Mysid,2,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Krill,Unknown_2,Krill_Unknown_2,47,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Amphipod,Eyeless,Amphipod_Eyeless,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,7,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Amphipod,Hyperiid_Alien 1,Amphipod_Hyperiid_Alien 1,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Amphipod,Hyperiid_Baby Face,Amphipod_Hyperiid_Baby Face,4,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Amphipod,Hyperiid_Big Butt,Amphipod_Hyperiid_Big Butt,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,13,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,6,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Holoplankton,Ascidean_Tadpole,NA,Ascidean_Tadpole_NA,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,4,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,1,Benthic_Snail_1,13,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,10,Benthic_Snail_10,21,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,14,Benthic_Snail_14,7,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,16,Benthic_Snail_16,8,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,17,Benthic_Snail_17,5,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,19,Benthic_Snail_19,5,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,2,Benthic_Snail_2,8,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,20,Benthic_Snail_20,15,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,7,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,7,Benthic_Snail_7,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,8,Benthic_Snail_8,4,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,9,Benthic_Snail_9,2,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Bars,Benthic_Snail_Bars,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Bars 1,Benthic_Snail_Bars 1,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Brown Tulip,Benthic_Snail_Brown Tulip,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,24,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,17,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Caramel,Benthic_Snail_Caramel,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Checkerboard,Benthic_Snail_Checkerboard,22,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Citrus,Benthic_Snail_Citrus,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Cross-Hatched Hole,Benthic_Snail_Cross-Hatched Hole,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Cross-Hatched Small Hole,Benthic_Snail_Cross-Hatched Small Hole,27,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Disco Ball,Benthic_Snail_Disco Ball,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Double 1,Benthic_Snail_Double 1,5,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Garfield,Benthic_Snail_Garfield,3,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Headless,Benthic_Snail_Headless,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Margarites,Benthic_Snail_Margarites,2,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Marshmallow,Benthic_Snail_Marshmallow,4,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,2,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Pokey,Benthic_Snail_Pokey,2,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Prison Bars,Benthic_Snail_Prison Bars,5,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Purple,Benthic_Snail_Purple,3,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Rippled 2,Benthic_Snail_Rippled 2,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Shelves,Benthic_Snail_Shelves,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,20,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,17,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Zooplankton,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,41,PAL22_S1_1_S,PAL22_26
