BRUVString,Zone.x,Site.x,Type.x,Plankton_Category,Specimen_Type,Total_Specimens,Unique_Morphotypes,Sample,Site.y,Zone.y,Type.y,Year,Family,Binomial,Common name,MaxN,Biomass_g,Biomass_kg
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Krill,12,1,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Krill,12,1,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Krill,12,1,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Larvaceans,412,0,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Larvaceans,412,0,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Larvaceans,412,0,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Larvaceans,412,0,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Larvaceans,412,0,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Larvaceans,412,0,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Larvaceans,412,0,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Other Gelatinous,1052,0,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Other Gelatinous,1052,0,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Other Gelatinous,1052,0,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Other Gelatinous,1052,0,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Other Gelatinous,1052,0,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Other Gelatinous,1052,0,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Other Gelatinous,1052,0,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Polychaete,5,3,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Polychaete,5,3,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Polychaete,5,3,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Polychaete,5,3,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Polychaete,5,3,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Polychaete,5,3,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Polychaete,5,3,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Pteropod,302,19,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Pteropod,302,19,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Pteropod,302,19,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Pteropod,302,19,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Pteropod,302,19,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Pteropod,302,19,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Pteropod,302,19,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Shrimp,166,10,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Shrimp,166,10,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Shrimp,166,10,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Shrimp,166,10,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Shrimp,166,10,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Shrimp,166,10,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Holoplankton,Shrimp,166,10,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Barnacle,12,1,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Barnacle,12,1,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Barnacle,12,1,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Barnacle,12,1,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Barnacle,12,1,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Barnacle,12,1,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Barnacle,12,1,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Benthic_Snail,146,19,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Benthic_Snail,146,19,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Benthic_Snail,146,19,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Benthic_Snail,146,19,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Benthic_Snail,146,19,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Benthic_Snail,146,19,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Benthic_Snail,146,19,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Bivalve,8,3,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Bivalve,8,3,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Bivalve,8,3,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Bivalve,8,3,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Bivalve,8,3,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Bivalve,8,3,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Bivalve,8,3,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Cnidaria,3,1,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Cnidaria,3,1,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Cnidaria,3,1,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Cnidaria,3,1,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Cnidaria,3,1,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Cnidaria,3,1,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Cnidaria,3,1,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Crab,6,2,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Crab,6,2,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Crab,6,2,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Crab,6,2,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Crab,6,2,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Crab,6,2,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Crab,6,2,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Echinoderm,13,3,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Echinoderm,13,3,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Echinoderm,13,3,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Echinoderm,13,3,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Echinoderm,13,3,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Echinoderm,13,3,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Echinoderm,13,3,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Limpet,1,1,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Limpet,1,1,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Limpet,1,1,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Limpet,1,1,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Limpet,1,1,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Limpet,1,1,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Limpet,1,1,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nemertean,2,2,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nemertean,2,2,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nemertean,2,2,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nemertean,2,2,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nemertean,2,2,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nemertean,2,2,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nemertean,2,2,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nudibranch,11,2,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nudibranch,11,2,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nudibranch,11,2,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nudibranch,11,2,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nudibranch,11,2,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nudibranch,11,2,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Nudibranch,11,2,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Polychaete,16,9,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Polychaete,16,9,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Polychaete,16,9,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Polychaete,16,9,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Polychaete,16,9,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Polychaete,16,9,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Polychaete,16,9,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Sipunculan,10,4,PAL22_046,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Sipunculan,10,4,PAL22_047,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,702.28,0.70228
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Sipunculan,10,4,PAL22_047,W1,DFZ West,Fish,2022,Monacanthidae,Aluterus scriptus,scribbled leatherjacket filefish,1,315.01,0.31501
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Sipunculan,10,4,PAL22_048,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,273.85,0.27385
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Sipunculan,10,4,PAL22_048,W1,DFZ West,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.65,6.5e-4
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Sipunculan,10,4,PAL22_049,W1,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,7,1119.44,1.11944
PAL22_10,DFZ West,W1,Zooplankton,Meroplankton,Sipunculan,10,4,PAL22_050,W1,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Amphipod,35,4,PAL22_051,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Amphipod,35,4,PAL22_052,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Amphipod,35,4,PAL22_053,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Amphipod,35,4,PAL22_054,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,280.51,0.28051
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Amphipod,35,4,PAL22_055,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,561.03,0.56103
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Benthic_Snail,928,1,PAL22_051,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Benthic_Snail,928,1,PAL22_052,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Benthic_Snail,928,1,PAL22_053,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Benthic_Snail,928,1,PAL22_054,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,280.51,0.28051
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Benthic_Snail,928,1,PAL22_055,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,561.03,0.56103
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Chaetognath,31,1,PAL22_051,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Chaetognath,31,1,PAL22_052,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Chaetognath,31,1,PAL22_053,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Chaetognath,31,1,PAL22_054,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,280.51,0.28051
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Chaetognath,31,1,PAL22_055,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,561.03,0.56103
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Copepod,18879,9,PAL22_051,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Copepod,18879,9,PAL22_052,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Copepod,18879,9,PAL22_053,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Copepod,18879,9,PAL22_054,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,280.51,0.28051
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Copepod,18879,9,PAL22_055,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,561.03,0.56103
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Evadne,164,0,PAL22_051,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Evadne,164,0,PAL22_052,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Evadne,164,0,PAL22_053,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Evadne,164,0,PAL22_054,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,280.51,0.28051
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Evadne,164,0,PAL22_055,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,561.03,0.56103
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Fish,51,5,PAL22_051,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Fish,51,5,PAL22_052,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Fish,51,5,PAL22_053,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Fish,51,5,PAL22_054,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,280.51,0.28051
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Fish,51,5,PAL22_055,W2,DFZ West,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,561.03,0.56103
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Isopod,31,3,PAL22_051,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Isopod,31,3,PAL22_052,W2,DFZ West,Fish,2022,None,None,None,0,0,0
PAL22_11,DFZ West,W2,Zooplankton,Holoplankton,Isopod,31,3,PAL22_053,W2,DFZ West,Fish,2022,None,None,None,0,0,0
